upload_to_dashboard;order;view_code;disaster_type;country_code;variable;label;label_espanol;unit;format;icon_src;group;agg_method;weight_var;scorevar_name;reverse_inform;log_inform;inform_indicator;id_overall;year;source_link;description;description_espanol;source_organization_type;source_organization;admin_level_min;admin_level;retention_period;source_quality;label_french;description_french;layer_type
1;;CRA;;MLI;literacy;Adult Literacy;;;percentage;;coping_capacity;weighted_avg;population;literacy_score;1;0;Communication;3.2.1;2016;http://stats.uis.unesco.org/unesco;Total is the percentage of the population age 15 and above who can, with understanding, read and write a short, simple statement on their everyday life. Based on years 2013-2016. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Alphabétisation des Adultes;Pourcentage de personnes âgées de 15 ans ou plus, qui sont capable de lire, comprendre et écrire un texte court sur leur vie quotidienne. Basé sur la période 2013-2016. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;measles_immunization;Immunization Measles;;;percentage;;coping_capacity;weighted_avg;population;measles_immunization_score;1;0;Access to health care;3.2.3;2017;http://apps.who.int/ghodata;"The percentage of children under one year of age who have received at least one dose of measles-containing vaccine in a given year. The physical infrastructure component tries to assess the accessibility as well as the redundancy of the systems which are two crucial characteristics in a crisis situation. Measles immunization coverage is a good proxy of health system performance. Based on years 2013-2017. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel
";;;;0;1;5;3;Vaccination contre la rougeole;La proportion d'enfants de moins d'1 an, ayant reçu au moins une dose de vaccination contre la rougeole pendant l'année indiquée. Ce composant sert à évaluer l'accessibilité aux systèmes de santé, important pendant une situation de crise. L'immunisation contre la rougeole est un bon indicateur de la performance du système de santé. Basé sur la période 2013-2017. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;sanitation;Access to Sanitation;;;percentage;;coping_capacity;weighted_avg;population;sanitation_score;1;0;Physical infrastructure;3.2.2;2017;https://www.wssinfo.org/documents/?tx_displaycontroller[type]=country_files;Access to improved sanitation facilities refers to the percentage of the population using improved sanitation facilities. The improved sanitation facilities include flush/pour flush (to piped sewer system, septic tank, pit latrine), ventilated improved pit (VIP) latrine, pit latrine with slab, and composting toilet. Based on years 2012-2017. Source: World Bank. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Accès à l'assainissement;Pourcentage de la population utilisant des installations sanitaires améliorées, incluant: latrine à chasse d'eau (liée à un système de canalisation d'égouts, une fosse septique), latrine VIP, une fosse de latrine avec bloc, ou une toilette compostée. Basé sur la période 2012-2017. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;9;CRA;;MLI;population;Population;;;decimal0;population.png;general;sum;;;0;0;;;2017;https://data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe;Population per commune from 2017. Source: DNCT - Direction Nationale des Collectivités Territorielles, DNP - Direction Nationale de la Population.;;;;0;3;5;3;Population;Population par commune en 2017. Source: DNCT - Direction Nationale des Collectivités Territorielles, DNP - Direction Nationale de la Population.;
1;;CRA;;MLI;conflict_nr;Conflict fatalities;;;decimal2;;hazard;weighted_avg;population;conflict_nr_score;0;1;Inequality;2.1.2;2018;http://www.acleddata.com/;Nr. of fatalities during armed conflicts between aug-2017 and july-2018. Source: ACLED (Armed Conflict Location & Event Data Project) Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Décès liés aux conflits;Nombre de décès pendant les conflits armés survenus entre août 2017 et juillet 2018. Source: ACLED (Armed Conflict Location & Event Data Project). Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;drought_phys_exp;Drought exposure;Exposición a sequías;;percentage;drought.png;hazard;weighted_avg;population;drought_phys_exp_score;0;1;Drought;1.1.5;2010;http://preview.grid.unep.ch/index.php?preview=data&events=droughts&evcat=4&lang=eng;Global grid dataset which estimates the expected number of people exposed to drought annually. Divided by the population data, to get the relative exposure instead of the absolute number of people affected.;Conjunto de datos grillados que estima el número esperado de personas expuestas a las sequía anualmente. Dividido por los datos de población, para obtener la exposición relativa en lugar de la cantidad absoluta de personas afectadas - UNISDR;Other;Global Risk Data Platform (UNEP / UNISDR);0;3;10;3;Exposition aux sécheresses;Jeu de données global utilisé pour estimer le nombre annuel de personnes exposées aux sécheresses. Normalisé par la population, cet indice représente l'exposition relative plutôt que le nombre absolu de personnes affectées.;
1;;CRA;;MLI;food_insecurity_prob;Food Insecurity;;;decimal2;;hazard;weighted_avg;population;food_insecurity_prob_score;0;0;Drought;1.1.5;2016;http://www.inform-index.org/Subnational/Sahel;The indicator is based on the Cadre Harmonisé from 2012 to 2016. For each year, the highest phase values has been used for each admin1 unit. The yearly IPC level values are normalized between 0-10 and then the indicator is the mean of the 5 years scores. Accessed through INFORM Sahel model 2018.;;;;0;1;5;3;Insécurité Alimentaire;Cet indicateur est basé sur le Cadre Harmonisé entre 2012 et 2016. Pour chaque année les valeurs les plus hautes ont été utilisées. Les niveaux d'IPC annuels ont été normalisés entre 0-10, et l'indicateur révèle les scores moyens sur 5 années. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;land_degradation;Land Degradation;;;decimal2;;hazard;weighted_avg;population;land_degradation_score;0;0;Drought;1.1.5;;http://www.fao.org/nr/lada/gladis/glad_ind/;Land degradation has been defined by LADA as the reduction in the capacity of the land to provide ecosystem goods and services over a period of time for its beneficiaries. Ecosystem goods refer to absolute quantities of land produce having an economic or social value for human beings. The land degradation classes‘ map describes the overall status in provision of biophysical ecosystem services and the processes of declining biophysical ecosystem services. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Dégradation des sols;LADA définit la dégradation des sols comme une réduction des terres à produire des biens et services écosystémiques, référant à la capacité des terres à produire une valeur économique et sociale pour les humains. Les classes de dégradation des sols décrivent le statut biophysique des services ecosystémiques. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;food_insecurity_perc;Food Insecurity Percentage;;;percentage;;vulnerability;weighted_avg;population;food_insecurity_perc_score;0;0;Food Security;2.2.5;2018;http://www.inform-index.org/Subnational/Sahel;The indicator is based on the last Cadre Harmonisé available. It assesses the current risk of food insecurity. The indicator is the total severe food Insecure people (IPC 3+). Based on years 2012-2018. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Taux d'Insécurité alimentaire;Cet indicateur est basé sur le Cadre Harmonisé et montre le nombre total de personnes affectées par l'insécurité alimentaire (IPC 3+). Basé sur la période 2012-2018. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;gam_prevalence_u5;Acute Malnutrition U5;;;percentage;;vulnerability;weighted_avg;population;gam_prevalence_u5_score;0;0;Children U5;2.2.3;2018;http://www.devinfolive.info/nutritioninfo/test/;Prevalence of global acute malnutrition in children 0-59 months in years 2016-2018. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Malnutrition aiguë sévère (-5 ans);Prévalence de la malnutrition aigüe sévère chez les enfants de 0-59 mois. Basé sur la période 2016-2018. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;hiv_prevalence;HIV Prevalence;;;percentage;;vulnerability;weighted_avg;population;hiv_prevalence_score;0;0;Health Conditions;2.2.2;2017;http://apps.who.int/ghodata;The estimated number of adults aged 15-49 years with HIV infection, whether or not they have developed symptoms of AIDS, expressed as per cent of total population in that age group. Based on years 2013-2017. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Prévalence de VIH;Proportion estimée des adultes âgés entre 15 et 49 ans infectés au VIH, avec ou sans symptômes de SIDA. Basé sur la période 2013-2017. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;inequality_gini;Income inequality;;;decimal2;;vulnerability;weighted_avg;population;inequality_gini_score;0;0;Inequality;2.1.2;2017;http://data.worldbank.org/indicator/SI.POV.GINI;Gini index measures the extent to which the distribution of income or consumption expenditure among individuals or households within an economy deviates from a perfectly equal distribution. Thus a Gini index of 0 represents perfect equality, while an index of 100 implies perfect inequality. Based on years 2014-2017. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Inégalité des revenus;Indice Gini est une mesure statistique permettant de rendre compte de la répartition d'un indice (salaire, revenus, patrimoine) au sein d'une population. Elle mesure le niveau d'inégalité dans la population. Le coefficient de 0 représente une parfaite égalité et un coefficient de 100 représente une inégalité totale. Basé sur la période 2014-2017. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;measles_prevalence;Measles Prevalence;;;percentage;;vulnerability;weighted_avg;population;measles_prevalence_score;0;0;Health Conditions;2.2.2;2014;http://www.inform-index.org/Subnational/Sahel;MEACLIM - clinically confirmed measles case. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Prévalence de Rougeole;MEACLIM - Les cas cliniquement confirmés de rougeole. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;mortality_u5;Mortality rate U5;;;decimal2;;vulnerability;weighted_avg;population;mortality_u5_score;0;0;Children U5;2.2.3;2017;http://www.unicef.org/publications/index_pubs_statistics.html;This indicator shows the probability of death between birth and the end of the fifth year per 1000 live births. Based on years 2013-2017. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Taux de Mortalité (-5 ans);L'indicateur montre la probabilité de mourir entre la naissance et la fin de la 5ème année de la vie d'un enfant, sur 1000 naissances vivantes. Basé sur la période 2013-2017. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;poverty_index;Poverty Index;;;decimal2;;vulnerability;weighted_avg;population;poverty_index_score;0;0;Development & Deprivation;2.1.1;2016;http://www.ophi.org.uk/multidimensional-poverty-index;The Multidimensional Poverty MPI Index identifies overlapping deprivations at the household level across the same three dimensions as the Human Development Index (living standards, health, and education) and shows the average number of poor people and deprivations with which poor households contend. Based on years 2010-2016. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Indice de Pauvreté;L'Indice de Pauvreté Multi-dimensionel (MPI) identifie les privations qui se chevauchent à travers les 3 dimensions de l'Indice de Développement Humain: niveau de vie, santé et éducation. La MPI calcule the nombre moyen de personnes pauvres et les privations auxquelles les ménages pauvres sont confrontés. Basé sur la période 2010-2016. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;underweight_u5;Underweight U5;;;percentage;;vulnerability;weighted_avg;population;underweight_u5_score;0;0;Children U5;2.2.3;2018;http://www.devinfolive.info/nutritioninfo/test/;This indicator shows the ratio between weight and age of children under five. Based on years 2016-2018. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Taux d'insuffisance pondérale (-5 ans);L'indicateur montre le ratio entre le poids et l'âge des enfants de moins de 5 ans. Basé sur la période 2016-2018. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;underweight_women;Underweight Women;;;percentage;;vulnerability;weighted_avg;population;underweight_women_score;0;0;Health Conditions;2.2.2;2017;http://www.devinfolive.info/nutritioninfo/test/;Prevalence of low body mass index (BMI) in Women. Based on years 2016-2017. Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Femmes en insuffisance pondérale;Prévalence d'un indice de masse corporelle (IMC) faible chez les femmes. Basé sur la période 2016-2017. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MLI;uprooted_rel;Uprooted people (rel);;;percentage;;vulnerability;weighted_avg;population;uprooted_rel_score;0;0;Uprooted people;2.2.1;2018;http://ors.ocharowca.info/KeyFigures/KeyFiguresListingPublic.aspx;“Persons of concern” includes refugees, asylum-seekers, returnees, stateless persons and groups of internally displaced persons (IDPs). Accessed through INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;;;;0;1;5;3;Personnes déracinées (relatif);Les personnes déracinées sont les réfugiés, demandeurs d'asile, rapatriés, apatrides et les groupes des personnes déplacées internes. Obtenu par INFORM Sahel model 2018: http://www.inform-index.org/Subnational/Sahel;
1;;CRA;;MOZ;admin;Administrative areas - level 3;;;;area.png;admin;;;;;;#N/A;0.1.1;2007;https://data.humdata.org/dataset/mozambique-administrative-boundaries-level-3-postos;Administrative boundary data. See link for more information.;;;;3;3;20;5;;;
1;;CRA;;MOZ;admin;Administrative areas - level 2;;;;area.png;admin;;;;;;#N/A;0.1.1;2007;https://data.humdata.org/dataset/mozambique-administrative-units-level-2-with-population;Administrative boundary data. See link for more information.;;;;2;2;20;5;;;
1;9;CRA;;MOZ;population;Population;;;decimal0;population.png;general;sum;;;0;0;#N/A;0.2.1;2012;https://data.humdata.org/dataset/mozambique-administrative-units-level-2-with-population;;;;;0;3;;;;;
1;;CRA;;MOZ;health_density;Health facilities per 10,000 people;;;decimal2;hospital.png;vulnerability;weighted_avg;population;health_density_score;1;0;Inequality;2.1.2;2014;https://data.humdata.org/dataset/poverty-and-population;Every admin area contains multiple categories. The current value is the average, taken into account the area per category.;;Government;INEC & WorldBank;0;2;;;;;
1;;CRA;;MOZ,ETH,HTI;gdp_per_capita;GDP per capita;;;decimal0;poverty.png;vulnerability;weighted_avg;population;gdp_per_capita_score;1;1;Development & Deprivation;2.1.1;2012;http://preview.grid.unep.ch/index.php?preview=data&events=socec&evcat=1&lang=eng;Global grid dataset which estimates the spatial distribution of GDP. Divided by the population data, to get GDP per capita.;;;;0;3;;;;;
1;;CRA;;MWI;admin;Administrative areas - level 4;;;;area.png;admin;;;;;;#N/A;0.1.1;2012;http://www.masdap.mw/layers/geonode%3Aeas_bnd;Administrative boundary data. See link for more information.;;;;4;4;20;5;;;
1;;CRA;;MWI;admin;Administrative areas - level 3;;;;area.png;admin;;;;;;#N/A;0.1.1;2015;https://data.humdata.org/dataset/malawi-admin-level-3-boundaries;Administrative boundary data. See link for more information.;;;;3;3;20;5;;;
1;;CRA;;MWI;admin;Administrative areas - level 2;;;;area.png;admin;;;;;;#N/A;0.1.1;2015;https://data.humdata.org/dataset/malawi-admin-level-2-boundaries;Administrative boundary data. See link for more information.;;;;2;2;20;5;;;
1;;CRA;;MWI;watersource_piped;% with piped water;;;percentage;;coping_capacity;weighted_avg;population;watersource_piped_score;1;0;Access to health care;3.2.3;2011;http://malawi.opendataforafrica.org/MLRS2016/regional-statistics-of-malawi-2014;National Statistics Office of Malawi. Percentage of households with piped water into house or communal, vs. water from open/protected wells or rivers/ponds/etc.;;Government;National Statistics Office of Malawi;0;2;3;3;;;
1;;CRA;;MWI;traveltime_tradingcentre;Traveltime to nearest trading centre;;;decimal0;traveltime.png;coping_capacity;weighted_avg;population;traveltime_tradingcentre_score;0;1;Physical infrastructure;3.2.2;2017;https://510.global/developing-and-field-testing-a-remoteness-indicator-in-malawi/;;;;;0;4;;;;;
1;;CRA;;MWI;traveltime_sec_school;Traveltime to nearest secondary school;;;decimal0;traveltime.png;coping_capacity;weighted_avg;population;traveltime_sec_school_score;0;1;Physical infrastructure;3.2.2;2017;https://510.global/developing-and-field-testing-a-remoteness-indicator-in-malawi/;;;;;0;4;;;;;
1;;CRA;;MWI;traveltime_hospital;Traveltime to nearest hospital;;;decimal0;traveltime.png;coping_capacity;weighted_avg;population;traveltime_hospital_score;0;1;Physical infrastructure;3.2.2;2017;https://510.global/developing-and-field-testing-a-remoteness-indicator-in-malawi/;;;;;0;4;;;;;
1;;CRA;;MWI;mobile_access;% with mobile access;;;percentage;;coping_capacity;weighted_avg;population;mobile_access_score;1;0;Communication;3.2.1;2011;http://malawi.opendataforafrica.org/MLRS2016/regional-statistics-of-malawi-2014;National Statistics Office of Malawi. Percentage of households with access to mobile phone. Data is relatively old, but relative differences between districts are still meaningful indicators of infrastructural coping capacity.;;Government;National Statistics Office of Malawi;0;2;3;3;;;
1;;CRA;;MWI;improved_sanitation;% with improved sanitation;;;percentage;;coping_capacity;weighted_avg;population;improved_sanitation_score;1;0;Access to health care;3.2.3;2011;http://malawi.opendataforafrica.org/MLRS2016/regional-statistics-of-malawi-2014;National Statistics Office of Malawi. Percentage of households with access to improved sanitation.;;Government;National Statistics Office of Malawi;0;2;3;3;;;
1;;CRA;;MWI;health_density;Nr. of facilities per 10,000 people;;#;decimal2;hospital.png;coping_capacity;weighted_avg;population;health_density_score;1;1;Access to health care;3.2.3;2013;http://www.masdap.mw/layers/geonode:mw_health_wgs84;Data from MASDAP on point locations of health facilities in Malawi, and divides by population to get the # of facilities for each 10,000 people.;;Government;Department of Health: Field Health Service Information System (FHSIS);0;3;3;2;;;
1;;CRA;;MWI;electricity;Connected to power network;;;decimal2;;coping_capacity;weighted_avg;population;electricity_score;1;0;;;2006;https://ngdc.noaa.gov/eog/dmsp/download_nldi.html;Nighttime satelite imagery (see link) was used to determine availability of electricity per Traditional Authority (admin-3). Three cases were distinguished per TA: Yes (1), Limited (0.5) and No (0).;;;;0;3;;;;;
1;9;CRA;;MWI;population;Population;;;decimal0;population.png;general;sum;;;0;0;#N/A;0.2.1;2014;https://data.humdata.org/dataset/malawi-admin-level-3-boundaries;Census data from 2008 per TA, scaled to match district-level population of 2014 from http://www.geohive.com/cntry/malawi.aspx.;;;;0;4;;;;;
1;;CRA;;MWI;flood_risk;Flood risk (0-10);;;decimal2;flood.png;hazard;weighted_avg;population;flood_risk_score;0;0;Flood;1.1.2;2017;https://data.humdata.org/dataset/inform-based-prioritization-of-enumeration-areas-in-malawi;Measure of flood risk. See link for more information on methodology.;;;;0;4;;;;;
1;;CRA;;MWI;drought_risk;Drought risk (0-10);;;decimal2;drought.png;hazard;weighted_avg;population;drought_risk_score;0;0;Drought;1.1.5;2017;https://data.humdata.org/dataset/inform-based-prioritization-of-enumeration-areas-in-malawi;The drought risk map was created by analyzing rainfall data in the past 20 years using standard precipitation index (SPI) , which is a widely used index in drought analysis. Based on SPI6 values for the period October-march, which is the main rainy season in Malawi. Each pixel is classified to drought or no drought for each year based on SPI6 values, drought year if SPI value for a pixel is less than -1. Next, relative frequency is calculated, the number of times drought has occurred in the considered 20 year period. This frequency is then converted to probability of drought occurrence in a given year. We validated our analysis by comparing NDVI values for the drought year against long term average values.;;;;0;4;;;;;
1;;CRA;;MWI;rc_capacity;RC volunteers per 100,000 people;;;decimal0;volunteers.png;other;weighted_avg;population;;1;1;;;2017;;Per Red Cross branche the # of volunteers was requested (this measure is probably not perfect, but as good as possible). Where needed, this was aggregated to districts (some districts have 2 branches, most have 1). The # of volunteers is divided by the district population to get to this capacity.;;;;0;4;2;3;;;
1;;CRA;;MWI;ngo_capacity;Active NGOs per 100,000 people;;;decimal2;;other;weighted_avg;population;;1;1;Governance;3.1.2;2016;;Based on 3W Operational Presence per district from OCHA (Jan 2016). The # of active Leading Organisations per district is used, as it is deemed the best and most structural proxy of NGO presence/capacity per district.;;;;0;4;2;3;;;
1;;CRA;;MWI;echo2_area;Identified for ECHO2;;;decimal0;;other;sum;;;0;0;;;2017;https://data.humdata.org/dataset/inform-based-prioritization-of-enumeration-areas-in-malawi;An application of this dashboard is to do INFORM-risk-based prioritization for the ECHO2-project in Malawi. Three TA's within three districts are pre-identified for area-selection. You can see here which areas those are.;;;;0;4;;;;;
1;;CRA;;MWI;poverty_incidence;Poverty incidence;;;percentage;poverty.png;vulnerability;weighted_avg;population;poverty_incidence_score;0;0;Development & Deprivation;2.1.1;2011;http://www.worldpop.org.uk/data/summary/?doi=10.5258/SOTON/WP00157;Worldpop: estimates of proportion of people living in poverty as defined by $1.25 per day.;;Government;Philippines Statistics Authority;0;4;5;4;;;
1;;CRA;;MWI;life_expectancy;Life expectancy;;;decimal2;;vulnerability;weighted_avg;population;life_expectancy_score;1;0;Development & Deprivation;2.1.1;2012;http://malawi.opendataforafrica.org/MLRS2016/regional-statistics-of-malawi-2014;National Statistics Office of Malawi. Life expectancy at birth.;;Government;National Statistics Office of Malawi;0;2;5;3;;;
1;;CRA;;MWI;infant_mortality;Infant mortality rate;;;decimal0;;vulnerability;weighted_avg;population;infant_mortality_score;0;0;Children U5;2.2.3;2012;http://malawi.opendataforafrica.org/MLRS2016/regional-statistics-of-malawi-2014;National Statistics Office of Malawi. Infant mortality rate (<1 year) per 1,000 born infants.;;Government;National Statistics Office of Malawi;0;2;5;4;;;
1;;CRA;;MWI;fcs;Food Consumption Score;;;percentage;food_security.png;vulnerability;weighted_avg;population;fcs_score;1;0;Food Security;2.2.5;2011;https://data.hdx.rwlabs.org/dataset/food-consumption-score-fcs;Percentage of people that has a Food Consumption Score of 'acceptable' level, versus 'poor' or 'borderline'.;;Other;World Food Programme (WFP);0;2;1;3;;;
1;;CRA;;MWI;construction_semipermanent;% with (semi)permanent house materials;;;percentage;;vulnerability;weighted_avg;population;construction_semipermanent_score;1;0;Development & Deprivation;2.1.1;2011;http://malawi.opendataforafrica.org/MLRS2016/regional-statistics-of-malawi-2014;National Statistics Office of Malawi. Percentage of households with (semi)permanent construction materials vs. traditional materials.;;Government;National Statistics Office of Malawi;0;2;5;3;;;
1;;CRA;;NPL;admin;Administrative areas - level 4;;;;area.png;admin;;;;;;#N/A;0.1.1;2017;https://data.humdata.org/dataset/nepal-admin-level-4-administrative-boundaries-cod;Administrative boundary data. See link for more information.;;;;4;4;20;5;;;
1;;CRA;;NPL;admin;Administrative areas - level 3;;;;area.png;admin;;;;;;#N/A;0.1.1;2017;https://data.humdata.org/dataset/administrative-bounadries-of-nepal;Administrative boundary data. See link for more information.;;;;3;3;20;5;;;
1;;CRA;;NPL;admin;Administrative areas - level 2;;;;area.png;admin;;;;;;#N/A;0.1.1;2017;https://data.humdata.org/dataset/administrative-bounadries-of-nepal;Administrative boundary data. See link for more information.;;;;2;2;20;5;;;
1;9;CRA;;NPL;population;Population;;;decimal0;population.png;general;sum;;;0;0;#N/A;0.2.1;2011;https://data.humdata.org/dataset/nepal-population-statistics-census-2011;;;;;0;4;;;;;
1;;CRA;;NPL;provisioning;Provisioning %;;;percentage;;vulnerability;weighted_avg;population;provisioning_score;0;0;Development & Deprivation;2.1.1;2011;https://data.humdata.org/dataset/human-poverty-index-value-by-districts-2011;Deprivation in economic provisioning;;;;0;3;5;4;;;
1;;CRA;;NPL;nosafewater;No safe water %;;;percentage;;vulnerability;weighted_avg;population;nosafewater_score;0;0;Development & Deprivation;2.1.1;2011;https://data.humdata.org/dataset/human-poverty-index-value-by-districts-2011;% withouth safe water;;;;0;3;5;4;;;
1;;CRA;;NPL;malnourished;Malnourished %;;;percentage;;vulnerability;weighted_avg;population;malnourished_score;0;0;Food Security;2.2.5;2011;https://data.humdata.org/dataset/human-poverty-index-value-by-districts-2011;% of malnourished children under 5;;;;0;3;5;4;;;
1;;CRA;;NPL;illiteracy;Illiteracy %;;;percentage;;vulnerability;weighted_avg;population;illiteracy_score;0;0;Development & Deprivation;2.1.1;2011;https://data.humdata.org/dataset/human-poverty-index-value-by-districts-2011;Adult illiteracy rate;;;;0;3;5;4;;;
1;;CRA;;NPL;hpi;Human Poverty Index;;;decimal2;;vulnerability;weighted_avg;population;hpi_score;0;0;Development & Deprivation;2.1.1;2011;https://data.humdata.org/dataset/human-poverty-index-value-by-districts-2011;Human Poverty Index;;;;0;3;5;4;;;
1;;CRA;;NPL;hdi;Human Development Index;;;decimal2;;vulnerability;weighted_avg;population;hdi_score;1;0;Development & Deprivation;2.1.1;2011;https://data.humdata.org/dataset/district-wise-human-development-index-2011;Human Development Index;;;;0;3;5;4;;;
1;;CRA;;NPL;earlydeath;Early death %;;;percentage;;vulnerability;weighted_avg;population;earlydeath_score;0;0;Children U5;2.2.3;2011;https://data.humdata.org/dataset/human-poverty-index-value-by-districts-2011;% of population not expected to survive age 40;;;;0;3;5;4;;;
1;;CRA;;PER;admin;Administrative areas - level 3;Áreas administrativas - Nivel 3;;;area.png;admin;;;;;;#N/A;0.1.1;2014;http://www.geogpsperu.com/2014/03/base-de-datos-peru-shapefile-shp-minam.html;Administrative boundary data. See link for more information.;Datos de límites administrativos. Ver enlace para más información.;;;3;3;20;5;;;
1;;CRA;;PER;admin;Administrative areas - level 2;Áreas administrativas - Nivel 2;;;area.png;admin;;;;;;#N/A;0.1.1;2014;http://www.geogpsperu.com/2014/03/base-de-datos-peru-shapefile-shp-minam.html;Administrative boundary data. See link for more information.;Datos de límites administrativos. Ver enlace para más información.;;;2;2;20;5;;;
1;;CRA;;PER;admin;Administrative areas - level 1;Áreas administrativas - Nivel 1;;;area.png;admin;;;;;;#N/A;0.1.1;2014;http://www.geogpsperu.com/2014/03/base-de-datos-peru-shapefile-shp-minam.html;Administrative boundary data. See link for more information.;Datos de límites administrativos. Ver enlace para más información.;;;1;1;20;5;;;
1;;CRA;;PER;sanitation;% with improved sanitation;% de saneamiento mejorado;;percentage;sanitation.png;coping_capacity;weighted_avg;population;sanitation_score;1;0;Physical infrastructure;3.2.2;2007;http://censos.inei.gob.pe/Censos2007/redatam/#;Percentage of households with access to improved sanitation.;Porcentaje de viviendas con acceso a sanemiento mejorado - INEI;Government;INEI;0;3;10;3;;;
1;;CRA;;PER;piped_water;% with piped water;% de abastecimiento de H20 en las viviendas;;percentage;piped_water.png;coping_capacity;weighted_avg;population;piped_water_score;1;0;Physical infrastructure;3.2.2;2007;http://censos.inei.gob.pe/Censos2007/redatam/#;Percentage of households with piped water into house or communal, vs. water from open/protected wells or rivers/ponds/etc.;Porcentaje de viviendas con agua entubada dentro del domicilio o frente a agua de pozos abiertos, protegidos, ríos, estanques, etc - INEI;Government;INEI;0;3;10;3;;;
1;;CRA;;PER;mobile_phone_access;% with mobile access;% de hogares con aceso a telefonía movil;;percentage;mobile.png;coping_capacity;weighted_avg;population;mobile_phone_access_score;1;0;Communication;3.2.1;2016;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;% of households with mobile access. Based on ENAHO survey.;Porcentaje de hogares con acceso a telefonía movil. Basados en la encuenta de ENAHO;Government;INEI;0;2;2;3;;;
1;;CRA;;PER;internet_access;% with internet access;% de hogares con acceso a internet;;percentage;internet.png;coping_capacity;weighted_avg;population;internet_access_score;1;0;Communication;3.2.1;2016;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;% of households with internet access. Based on ENAHO survey.;Porcentaje de hogares con acceso a conexión a internet. Basado en la encuesta ENAHO - INEI;Government;INEI;0;2;2;3;;;
1;;CRA;;PER;health_density;Nr. of health facilities per 10,000 people;Número de centros de salud por cada 10K personas;;decimal0;hospital.png;coping_capacity;weighted_avg;population;health_density_score;1;0;Access to health care;3.2.3;2016;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;Number of health clinics per 10,000 people. Source: Base de datos a diciembre 2016 - Superintendencia Nacional de Salud del Ministerio de Salud;Número de centros de salud por cada 10K personas - MINSA;Government;MINSA;0;3;5;4;;;
